Branch
% PTDF From ,% PTDF To ,From Number,To Number
0.03,-0.03,30427,30437
0.04,-0.04,30428,30435
-0.52,0.52,30428,30445
-0.13,0.13,30428,30458
0.02,-0.02,30429,30433
-0.00,0.00,30437,30441
0.00,-0.00,30437,30442
-0.00,0.00,30437,30443
0.06,-0.06,30437,30444
0.00,-0.00,30445,30446
0.00,-0.00,30445,30447
-0.13,0.13,30445,30458
0.00,-0.00,30446,30447
0.00,-0.00,30449,30452
0.00,-0.00,30449,30453
-0.00,0.00,30449,30454
0.00,-0.00,30449,30455
0.00,-0.00,30449,30456
0.01,-0.01,30449,30457
0.01,-0.01,30449,30457
0.00,-0.00,30458,30460
0.00,-0.00,30458,30461
0.01,-0.01,40033,40037
-0.03,0.03,40033,40698
0.06,-0.05,40033,40861
-0.02,0.02,40033,40919
-1.40,1.41,40037,40698
1.42,-1.41,40037,40723
-0.28,0.28,40039,40038
0.28,-0.28,40752,40038
-0.02,0.02,40039,40703
-0.00,0.00,40039,40752
-0.37,0.37,40039,41007
-0.00,0.00,40074,40076
0.00,-0.00,40074,40107
-0.01,0.01,40074,40150
0.25,-0.25,40152,40074
-0.00,0.00,40074,40186
-0.00,0.00,40074,40214
-0.04,0.04,40074,40273
-0.29,0.28,40074,40298
-0.01,0.01,40074,40298
-0.01,0.01,40074,40335
-0.02,0.02,40074,40708
-0.01,0.01,40074,40795
-0.00,0.00,40074,40809
-0.36,0.36,40841,40074
-0.01,0.01,40074,40939
-0.03,0.03,40074,40965
-0.31,0.31,40967,40074
-0.02,0.02,40260,40088
0.00,-0.00,40088,40260
0.01,-0.01,40088,40719
-0.01,0.01,40088,40834
-0.00,0.00,40107,40150
-0.07,0.07,40107,40186
-0.00,0.00,40107,40214
-0.02,0.02,40107,40254
-0.00,0.00,40107,40298
-0.01,0.01,40107,40335
-0.01,0.01,40107,40708
-0.03,0.03,40107,40719
0.00,-0.00,40107,40793
-0.01,0.01,40107,40795
-0.00,0.00,40107,40939
0.09,-0.09,40107,40991
0.00,-0.00,40107,40996
0.00,-0.00,40107,40998
0.11,-0.11,40107,41003
0.02,-0.02,40150,40152
-0.00,0.00,40150,40186
-0.00,0.00,40150,40335
-0.01,0.01,40150,40708
-0.00,0.00,40150,40939
-0.23,0.22,40152,40298
0.08,-0.08,40795,40152
0.08,-0.08,40152,40847
0.49,-0.49,40254,40186
-0.02,0.02,40186,40335
-0.00,0.00,40186,40382
-0.02,0.02,40186,40708
-0.01,0.01,40186,40719
-0.00,0.00,40186,40737
0.24,-0.24,40186,40795
-0.11,0.11,40186,40809
-0.01,0.01,40186,40939
0.38,-0.38,40186,40967
0.01,-0.01,40186,40996
0.00,-0.00,40214,40273
-0.43,0.43,40298,40214
0.90,-0.90,40335,40214
-0.03,0.03,40214,40708
0.50,-0.50,40214,40795
-0.00,0.00,40254,40256
-0.49,0.49,40254,40260
-0.00,0.00,40254,40708
-0.00,0.00,40254,40719
0.00,-0.00,40254,40795
0.00,-0.00,40254,40996
-1.37,1.38,40260,40428
-0.03,0.03,40260,40428
0.07,-0.07,40715,40260
0.02,-0.02,40260,40719
1.03,-1.03,40260,40752
-0.01,0.01,40260,40834
-0.01,0.01,40273,40382
-0.01,0.01,40273,40708
0.00,-0.00,40273,40790
-0.00,0.00,40273,40899
-0.01,0.01,40273,40939
0.00,-0.00,40273,41016
-0.08,0.08,40298,40708
-0.00,0.00,40335,40339
1.47,-1.46,40382,40335
-0.01,0.01,40335,40708
0.55,-0.55,40335,40809
0.00,-0.00,40335,40809
0.00,-0.00,40368,40708
0.00,-0.00,40368,40737
-0.02,0.02,40368,40775
0.00,-0.00,40368,40820
-0.03,0.03,40368,40866
-0.00,0.00,40368,40866
-0.00,0.00,40368,40890
0.06,-0.06,40368,40899
-0.01,0.01,40368,40954
-1.86,1.86,40382,40439
0.02,-0.02,40382,40708
-0.00,0.00,40382,40775
0.00,-0.00,40382,40820
0.00,-0.00,40382,40866
0.00,-0.00,40382,40890
-0.42,0.42,40899,40382
-0.04,0.04,40382,40954
-0.04,0.04,40428,40655
0.06,-0.06,40428,40715
1.43,-1.38,40930,40428
0.00,-0.00,40439,40441
0.01,-0.01,40439,40708
0.00,-0.00,40439,40820
0.00,-0.00,40439,40890
-1.03,1.04,40439,40947
-0.02,0.02,40439,40954
0.81,-0.80,40955,40439
0.00,-0.00,40507,40562
-0.03,0.03,40507,40747
0.03,-0.03,40507,40860
0.00,-0.00,40507,40871
-0.00,0.00,40507,40966
-0.01,0.01,40509,40513
-0.00,0.00,40509,40514
-0.00,0.00,40509,40515
0.00,-0.00,40509,40693
0.00,-0.00,40509,40774
0.00,-0.00,40509,40806
0.00,-0.00,40509,40865
0.00,-0.00,40509,40871
-0.00,0.00,40509,40966
-0.01,0.01,40513,40562
-0.00,0.00,40513,40860
0.22,-0.22,40517,40805
0.00,-0.00,40517,40806
0.20,-0.20,40860,40517
-0.01,0.01,40517,40865
-0.01,0.00,40517,40871
-0.01,0.01,40517,40966
0.00,-0.00,40554,40774
0.00,-0.00,40554,40806
0.00,-0.00,40860,40554
0.00,-0.00,40554,40865
0.00,-0.00,40554,40871
-0.00,0.00,40554,40966
-0.02,0.01,40562,40747
0.00,-0.00,40562,40774
0.00,-0.00,40562,40806
0.01,-0.01,40562,40860
0.00,-0.00,40562,40865
0.00,-0.00,40562,40871
-0.00,0.00,40562,40966
0.07,-0.07,40623,40666
0.00,-0.00,40623,40666
-0.03,0.03,40704,40623
0.10,-0.10,40623,40747
0.02,-0.01,40623,40966
-0.21,0.21,40623,53250
0.02,-0.02,40655,40761
0.02,-0.02,40655,40784
-1.80,1.82,40932,40655
0.02,-0.02,40655,40932
0.02,-0.02,40655,40947
-0.06,0.06,40655,53213
1.74,-1.72,53220,40655
-0.03,0.03,40655,53229
-0.07,0.07,40655,53295
-0.04,0.04,40655,53303
0.09,-0.09,40666,40668
0.00,-0.00,40666,40747
-0.01,0.01,40666,53251
-0.74,0.74,40766,40668
-0.60,0.62,40668,40876
-0.01,0.01,40668,40876
-0.04,0.04,40668,53246
0.00,-0.00,40693,40695
-0.00,0.00,40693,40697
0.24,-0.24,40805,40693
-0.01,0.01,40693,40806
0.14,-0.14,40693,40831
-0.00,0.00,40693,40865
-0.00,0.00,40693,40871
-0.11,0.11,40890,40693
-0.00,0.00,40693,40966
0.00,-0.00,40698,40700
0.00,-0.00,40698,40701
0.00,0.00,40698,40702
-1.37,1.37,40698,40910
-0.07,0.07,40698,40919
-0.01,0.01,40703,40730
-0.00,0.00,40703,40833
-0.01,0.01,40703,41007
-0.00,0.00,40703,41017
0.00,-0.00,40704,40706
0.00,-0.00,40704,40707
0.01,-0.01,40704,40865
0.02,-0.02,40704,40966
0.00,-0.00,40708,40709
0.00,-0.00,40708,40710
-0.02,0.02,40708,40737
0.01,-0.01,40708,40795
0.00,-0.01,40708,40809
-0.01,0.01,40708,40899
-0.13,0.13,40708,40939
-0.01,0.01,40708,40954
0.00,-0.00,40712,40954
0.00,-0.00,40719,40809
-0.01,0.01,40719,40834
0.00,-0.00,40721,41016
1.33,-1.33,40723,40722
-0.08,0.08,40724,40723
0.19,-0.19,40724,40726
-0.10,0.10,40724,40861
-0.43,0.43,40730,40729
0.00,0.00,40729,40732
0.00,-0.00,40729,40733
0.00,0.00,40729,40735
0.00,-0.00,40729,40736
1.94,-1.93,40729,40752
2.39,-2.37,40980,40729
0.03,-0.03,40730,40752
-0.03,0.03,40730,40980
0.43,-0.43,40730,41007
0.00,-0.00,40737,40740
0.00,0.00,40737,40742
-0.00,0.00,40737,40743
-0.00,0.00,40737,40744
0.00,-0.00,40737,40745
-0.03,0.03,40737,40746
0.02,-0.02,40737,41016
-0.09,0.09,40746,40899
-0.06,0.06,40939,40746
0.05,-0.05,40747,40766
0.01,-0.01,40747,40966
-2.77,2.77,40751,40752
0.00,-0.00,40751,40756
0.00,-0.00,40751,40758
2.77,-2.76,40751,40759
0.05,-0.05,41012,40752
0.94,-0.94,40761,40760
-0.00,0.00,40760,40763
0.00,-0.00,40760,40764
-0.21,0.21,40760,40882
1.15,-1.15,40760,40938
-0.83,0.83,40876,40761
0.01,-0.01,40761,40876
0.78,-0.77,40761,40947
0.01,-0.01,40761,40947
-0.03,0.03,40761,53229
-2.51,2.52,40761,53234
0.40,-0.40,40766,40765
0.00,-0.00,40765,40768
0.00,-0.00,40765,40769
-0.00,0.00,40765,40770
0.00,-0.00,40765,40772
-0.40,0.40,40851,40765
0.39,-0.39,40766,40860
0.00,-0.00,40774,40806
-0.00,0.00,40774,40865
-0.00,0.00,40774,40966
0.00,-0.00,40774,40997
0.00,-0.00,40775,40866
0.00,-0.00,40775,40890
0.00,-0.00,40775,40899
-0.03,0.03,40775,40949
0.00,-0.00,40778,40793
0.00,-0.00,40779,40793
0.00,-0.00,40779,40967
0.00,-0.00,40780,40793
0.00,-0.00,40780,40967
-0.00,0.00,40782,40932
0.01,-0.01,40782,40947
1.31,-1.30,40784,40783
1.43,-1.43,40784,40783
0.00,-0.00,40783,40786
-0.00,-0.00,40783,40787
0.00,-0.00,40783,40788
-2.65,2.65,40784,40789
-0.06,0.06,40784,40922
-2.65,2.65,40789,40930
0.00,-0.00,40790,40884
0.00,-0.00,40790,40885
0.00,-0.00,40790,40886
0.00,-0.00,40790,40887
0.00,-0.00,40790,40888
0.00,-0.00,40790,40889
-0.00,0.00,40790,40957
0.00,-0.00,40790,41016
-0.00,0.00,40793,40837
-0.00,0.00,40793,40838
-0.00,0.00,40793,40967
0.00,-0.00,40793,40991
-0.00,0.00,40793,40996
0.01,-0.01,40793,40998
0.36,-0.36,40795,40794
-0.00,0.00,40794,40797
0.00,-0.00,40794,40798
0.00,-0.00,40794,40801
-0.00,0.00,40794,40802
-0.00,0.00,40794,40803
-0.00,0.00,40794,40804
-0.37,0.36,40846,40794
0.31,-0.31,40795,40841
-0.01,0.01,40795,40939
0.00,-0.00,40795,40996
0.02,-0.02,40806,40805
-0.00,0.00,40806,40865
-0.00,0.00,40806,40871
-0.00,0.00,40806,40966
-0.00,0.00,40806,40997
0.00,-0.00,40808,40820
-0.00,0.00,40809,40813
-0.00,0.00,40809,40814
0.00,-0.00,40809,40815
0.00,-0.00,40809,40816
0.00,-0.00,40809,40817
0.00,0.00,40809,40818
0.47,-0.47,40809,40841
-0.00,0.00,40809,40939
0.01,-0.01,40809,40996
-0.24,0.24,40819,40820
0.00,-0.00,40819,40824
0.00,-0.00,40819,40825
0.00,-0.00,40819,40826
0.00,-0.00,40819,40827
-0.00,0.00,40819,40828
-0.00,0.00,40819,40829
0.24,-0.24,40819,40830
-0.24,0.24,40820,40831
-0.00,0.00,40820,40866
-0.00,0.00,40820,40873
-0.00,0.00,40820,40890
-0.00,0.00,40820,40899
0.64,-0.65,40851,40830
-0.27,0.27,40830,40898
-1.16,1.16,40956,40830
0.09,-0.09,40890,40831
0.00,-0.00,40837,40991
-0.00,0.00,40837,40996
0.00,-0.00,40838,40991
0.14,-0.14,40841,40840
0.14,-0.14,40841,40840
0.14,-0.14,40841,40840
0.00,-0.00,40840,40843
0.00,-0.00,40840,40844
0.00,-0.00,40840,40845
0.43,-0.43,40840,40846
0.22,-0.22,40841,40991
-0.02,0.02,40841,40996
0.51,-0.51,40841,41003
-1.81,1.81,40846,40898
-3.74,3.75,40909,40846
-1.14,1.14,40846,40956
0.00,-0.00,40847,40849
0.07,-0.07,40847,40919
0.00,-0.00,40847,40965
0.00,-0.00,40847,41016
0.08,-0.08,40852,40851
0.08,-0.08,40852,40851
0.08,-0.08,40852,40851
0.00,-0.00,40851,40854
0.00,-0.00,40851,40855
0.00,-0.00,40851,40856
0.00,-0.00,40851,40857
0.00,-0.00,40851,40858
0.00,-0.00,40852,40859
-0.23,0.23,40852,40860
-0.00,0.00,40852,40865
-0.01,0.01,40852,40966
-0.03,0.03,40861,40910
0.00,-0.00,40865,40871
-0.01,0.00,40865,40966
-0.00,0.00,40866,40868
-0.00,0.00,40866,40869
-0.00,0.00,40866,40870
-0.03,0.03,40866,40890
-0.00,0.00,40866,40890
0.00,-0.00,40866,40899
-0.01,0.01,40871,40966
0.21,-0.21,40876,40875
0.00,-0.00,40875,40878
0.00,-0.00,40875,40880
0.00,-0.00,40875,40881
0.21,-0.21,40875,40882
0.00,-0.00,40876,40947
0.00,-0.00,40884,41016
0.00,-0.00,40885,41016
0.00,-0.00,40886,41016
0.00,-0.00,40887,41016
0.00,-0.00,40888,41016
0.00,-0.00,40889,41016
-0.00,0.00,40890,40892
0.00,-0.00,40890,40893
-0.00,0.00,40890,40894
-0.00,0.00,40890,40895
-0.00,0.00,40890,40896
0.00,-0.00,40890,40897
0.00,-0.00,40890,40899
-0.00,0.00,40890,40954
0.10,-0.10,40899,40898
0.10,-0.10,40899,40898
0.10,-0.10,40899,40898
-0.00,0.00,40898,40903
-0.00,0.00,40898,40904
-0.00,0.00,40898,40905
-0.00,0.00,40898,40906
-0.00,0.00,40898,40907
-0.00,0.00,40898,40908
-1.80,1.81,40898,40938
-0.12,0.12,40939,40899
-0.02,0.02,40899,40954
0.24,-0.24,40910,40909
-0.00,0.00,40909,40912
-0.00,0.00,40909,40913
0.00,-0.00,40909,40915
-0.00,0.00,40909,40916
-0.00,0.00,40909,40917
-1.64,1.64,40910,41003
-0.00,0.00,40910,41005
-0.00,0.00,40919,40976
-0.00,0.00,40919,40977
-0.02,0.02,40919,41016
0.00,-0.00,40921,40966
0.00,-0.00,40922,40924
0.00,-0.00,40922,40925
0.00,0.00,40922,40927
-0.02,0.02,40922,40930
-0.02,0.02,40922,40930
-4.12,4.11,40930,50453
0.66,-0.67,40932,40931
-0.00,0.00,40931,40934
0.00,0.00,40931,40935
0.00,-0.00,40931,40936
0.00,-0.00,40931,40937
0.67,-0.66,40931,40938
0.22,-0.22,40932,40947
0.01,-0.01,40932,40947
0.94,-0.92,40932,40955
0.00,0.00,40939,40943
0.00,0.00,40939,40945
0.00,0.00,40939,40946
-0.03,0.03,40949,40954
-0.11,0.11,40954,40953
-0.11,0.11,40953,40955
-0.02,0.02,40957,40956
0.00,0.00,40956,40959
0.00,-0.00,40956,40960
0.00,-0.00,40956,40961
0.00,-0.00,40956,40963
0.02,-0.02,40957,40965
0.00,-0.00,40957,41016
0.00,-0.00,40967,40969
-0.00,0.00,40967,40970
0.00,-0.00,40967,40971
0.00,-0.00,40967,40972
0.00,-0.00,40967,40973
0.00,0.00,40967,40974
0.00,-0.00,40967,40991
-0.00,0.00,40967,40996
-0.68,0.68,41003,40967
3.36,-3.36,40980,40979
0.00,-0.00,40979,40984
0.00,-0.00,40979,40985
0.00,-0.00,40979,40986
0.00,0.00,40979,40987
6.02,-5.90,50453,40980
-0.00,0.00,40991,40994
0.00,-0.00,40991,40998
0.31,-0.31,40991,41003
0.00,-0.00,40996,40998
0.00,-0.00,40998,41000
0.01,-0.01,40998,41003
0.05,-0.05,41007,41006
0.00,0.00,41006,41009
0.00,-0.00,41006,41010
0.00,0.00,41006,41011
0.05,-0.05,41006,41012
0.00,-0.00,41007,41017
-1.92,1.95,50019,50388
-0.03,0.03,50019,50390
3.07,-3.06,50406,50019
-0.06,0.06,50019,50407
-0.03,0.03,50019,50421
4.77,-4.73,50019,50453
0.35,-0.35,50019,50453
2.96,-2.95,50060,50059
3.25,-3.26,50059,50068
0.29,-0.29,50203,50059
0.18,-0.18,50060,50068
0.45,-0.44,50060,50076
0.06,-0.06,50060,50163
-1.05,1.08,50060,50204
0.11,-0.10,50060,50369
-0.19,0.19,50060,50379
-2.06,2.18,50060,70122
-0.14,0.15,50060,70122
-0.11,0.13,50060,74318
0.01,-0.01,50065,50098
0.01,-0.01,50065,50176
0.00,-0.00,50065,50263
0.01,-0.01,50065,50281
-0.03,0.03,50065,50369
-0.00,0.00,50065,50370
0.20,-0.20,50377,50065
0.20,-0.20,50065,50383
0.03,-0.03,50065,50400
0.01,-0.01,50065,50424
0.01,-0.01,50065,50437
-0.05,0.05,50065,50438
-0.01,0.01,50065,50443
0.01,-0.01,50065,50451
-1.97,1.96,50076,50068
-1.41,1.40,50163,50068
0.09,-0.09,50068,50369
0.00,-0.00,50076,50163
0.01,-0.01,50076,50369
0.00,-0.00,50076,50412
-0.05,0.05,50076,50430
2.47,-2.48,50076,50438
0.00,-0.00,50076,50443
-0.05,0.05,50116,50098
0.00,-0.00,50098,50176
-0.03,0.03,50098,50369
-0.01,0.01,50098,50370
-0.01,0.01,50098,50437
1.17,-1.17,50116,50176
0.31,-0.31,50116,50263
0.00,-0.00,50116,50281
0.85,-0.85,50116,50356
-0.02,0.02,50116,50369
2.26,-2.26,50377,50116
0.06,-0.07,50116,50383
0.01,-0.01,50116,50424
-0.05,0.05,50116,50437
-0.01,0.01,50116,50438
-1.41,1.41,50239,50163
0.03,-0.03,50163,50369
0.02,-0.02,50163,50370
-0.13,0.13,50163,50430
-0.15,0.15,50445,50163
-0.02,0.02,50176,50239
-0.40,0.40,50176,50356
-0.00,0.00,50176,50356
-0.00,0.00,50176,50370
0.14,-0.15,50176,50383
0.02,-0.02,50176,50414
0.01,-0.01,50176,50424
1.48,-1.48,50176,50428
-0.04,0.04,50176,50437
-4.59,4.77,70122,50204
0.98,-0.97,50204,70122
0.10,-0.10,50204,74284
0.18,-0.18,74317,50204
-0.00,0.00,50204,74318
-7.32,7.17,50204,74325
-0.00,0.00,50209,50213
-0.07,0.07,50209,50214
-0.05,0.05,50209,50239
0.01,-0.01,50209,50281
-0.02,0.02,50209,50369
0.14,-0.14,50209,50437
-0.00,0.00,50209,50438
4.55,-4.56,50239,50214
-4.49,4.49,50263,50214
0.00,-0.00,50239,50241
0.03,-0.03,50239,50263
-0.05,0.05,50239,50369
-3.25,3.31,50239,50435
0.07,-0.06,50239,50437
0.01,-0.01,50239,50438
-1.83,1.83,50284,50263
-1.14,1.14,50356,50263
0.00,-0.00,50263,50356
-0.01,0.01,50263,50369
0.08,-0.08,50263,50383
0.04,-0.04,50263,50400
0.02,-0.02,50263,50414
0.01,-0.01,50263,50424
1.76,-1.77,50263,50428
-0.02,0.02,50263,50437
-0.00,0.00,50263,50438
0.00,-0.00,50281,50283
-0.12,0.12,50281,50284
-0.06,0.06,50281,50340
0.10,-0.11,50281,50383
0.08,-0.08,50281,50414
0.04,-0.04,50281,50424
-0.02,0.02,50281,50437
1.38,-1.38,50356,50284
3.10,-3.15,50284,50446
-0.49,0.49,50337,50367
-0.05,0.05,50337,50367
-0.01,0.01,50337,50446
0.32,-0.31,50337,60005
0.23,-0.23,50337,60735
0.02,-0.02,50380,50340
-0.00,0.00,50340,50380
-0.07,0.07,50340,50430
0.05,-0.05,50340,50458
0.00,-0.00,50340,50458
0.00,-0.00,50356,50360
0.00,-0.00,50356,50362
0.00,-0.00,50356,50363
0.00,0.00,50356,50365
0.00,-0.00,50356,50366
0.14,-0.14,50356,50383
0.04,-0.05,50356,50414
0.05,-0.05,50356,50424
-0.01,0.01,50356,50437
-0.01,0.01,50356,50438
-0.49,0.49,50395,50367
-1.11,1.11,50367,50414
0.09,-0.09,50367,50446
0.16,-0.16,50369,50370
-0.00,0.00,50369,50412
-0.06,0.06,50369,50430
0.06,-0.06,50369,50437
0.04,-0.04,50369,50438
-0.11,0.11,50369,50443
-0.00,0.00,50370,50374
0.00,-0.00,50370,50375
0.00,-0.00,50370,50376
0.14,-0.14,50370,50377
0.01,-0.01,50370,50400
0.02,-0.02,50370,50437
2.44,-2.44,50438,50377
0.12,-0.12,50377,50452
0.07,-0.07,50379,70122
-0.04,0.04,50379,74284
-0.22,0.23,50379,74318
0.00,-0.00,50380,50382
-0.03,0.03,50380,50430
0.00,-0.00,50380,50458
0.00,0.00,50383,50385
0.00,-0.00,50383,50386
1.34,-1.34,50383,50388
1.34,-1.34,50383,50388
-0.02,0.02,50383,50390
-0.04,0.04,50383,50393
-0.04,0.04,50383,50395
-1.25,1.24,50383,50400
-0.07,0.07,50383,50414
-0.10,0.09,50383,50424
-0.14,0.12,50383,50437
-0.05,0.05,50383,50446
-0.14,0.14,50383,50451
0.00,-0.00,50387,50400
-0.72,0.73,50406,50388
-0.03,0.03,50390,50393
-0.09,0.09,50390,50395
-0.03,0.03,50390,50407
-0.02,0.02,50390,50421
0.14,-0.14,50390,50453
0.01,-0.01,50391,50407
-0.13,0.13,50393,50395
-0.01,0.01,50393,50407
-0.00,0.00,50393,50421
0.09,-0.09,50393,50453
0.00,-0.00,50395,50397
0.00,-0.00,50395,50398
0.00,0.00,50395,50399
-1.17,1.16,50395,50414
1.22,-1.22,50395,50446
0.19,-0.19,50395,50453
-0.00,0.00,50400,50402
-0.00,0.00,50400,50403
0.00,-0.00,50400,50404
-1.17,1.17,50400,50405
0.04,-0.04,50400,50414
-0.02,0.02,50400,50424
-0.06,0.06,50400,50437
0.06,-0.06,50400,50446
-1.17,1.16,50405,50428
2.66,-2.66,50407,50406
0.00,0.00,50406,50409
-4.46,4.47,50406,50446
4.76,-4.70,50406,50453
-2.66,2.66,50407,50410
-0.00,0.00,50407,50421
0.12,-0.12,50407,50453
0.00,-0.00,50414,50418
-0.00,0.00,50414,50419
-0.06,0.06,50414,50424
-2.08,2.06,50414,50428
0.07,-0.07,50421,50453
-0.03,0.03,50424,50428
-0.01,0.01,50424,50437
3.10,-3.09,50430,50429
-0.00,0.00,50429,50433
3.09,-3.09,50429,50435
-3.39,3.40,50430,50436
-0.03,0.03,50430,70147
0.23,-0.22,50458,50435
3.01,-2.99,70122,50436
-0.41,0.43,50436,70157
-0.02,0.02,50437,50438
-0.02,0.02,50437,50443
0.00,-0.00,50437,50451
0.00,-0.00,50438,50440
0.00,-0.00,50438,50441
-0.00,0.00,50438,50442
-0.02,0.02,50438,50443
0.00,-0.00,50438,50451
-0.15,0.15,50443,50445
0.00,-0.00,50446,50448
-0.12,0.12,50451,50450
-0.12,0.12,50450,50452
0.00,0.00,50453,50457
-0.07,0.07,50458,70147
-0.10,0.10,50458,70151
0.00,-0.00,53036,53038
-0.04,0.04,53036,53270
-0.21,0.22,53036,53272
0.25,-0.25,53036,53290
0.01,-0.01,53036,53290
-0.04,0.04,53135,53044
-0.00,0.00,53044,53248
0.03,-0.03,53306,53044
0.12,-0.13,53135,53229
-0.01,0.01,53135,53248
0.00,-0.00,53135,53257
-0.08,0.08,53135,53266
-0.01,0.01,53135,53266
0.12,-0.12,53135,53273
0.00,-0.00,53135,53273
0.01,-0.01,53135,53303
-0.12,0.13,53135,53306
0.21,-0.21,53213,53212
-0.00,0.00,53212,53216
-0.00,0.00,53212,53217
-0.00,-0.00,53212,53218
0.21,-0.21,53212,53220
-0.27,0.27,53213,53219
-0.02,0.02,53213,53295
0.01,-0.01,53213,53303
-0.27,0.27,53219,53295
1.53,-1.53,53299,53220
0.00,-0.00,53222,53279
0.00,-0.00,53223,53279
0.00,-0.00,53224,53279
0.30,-0.30,53229,53228
0.00,-0.00,53228,53233
1.87,-1.87,53228,53234
0.00,-0.00,53228,53235
-1.57,1.56,53228,53305
0.15,-0.15,53273,53229
0.09,-0.08,53295,53229
-0.65,0.66,53234,53299
0.01,-0.01,53236,53246
-0.00,0.00,53236,53282
-0.00,0.00,53236,53289
0.00,-0.00,53236,53301
0.07,-0.07,53239,53238
0.00,-0.00,53238,53241
0.00,-0.00,53238,53242
-0.00,0.00,53238,53243
-0.00,0.00,53238,53244
-0.17,0.17,53250,53238
-0.09,0.09,53238,80048
-0.06,0.06,53239,53245
-0.02,0.02,53239,53290
0.00,-0.00,53239,80045
0.00,-0.00,53239,80068
-0.00,0.00,53239,80100
0.06,-0.06,80006,53245
-0.03,0.03,53246,53282
-0.00,0.00,53246,53301
0.00,-0.00,53248,53266
-0.01,0.01,53248,53306
0.04,-0.04,53251,53250
0.00,0.00,53250,53253
0.00,0.00,53250,53255
-0.06,0.06,53251,53256
-0.06,0.05,53256,53302
0.00,-0.00,53257,53261
0.25,-0.25,53257,53272
-0.00,0.00,53257,53273
-0.23,0.23,53257,53306
-0.01,0.01,53257,53306
-0.00,0.00,53266,53268
0.02,-0.02,53266,53273
-0.10,0.10,53266,53306
-0.03,0.03,53270,53272
-0.01,0.01,53270,53306
0.00,-0.00,53273,53277
-0.01,0.01,53273,53306
-0.15,0.15,53278,53279
-0.65,0.64,53295,53278
-0.26,0.26,53278,60005
-0.23,0.23,53278,60056
-0.02,0.02,53279,60005
-0.01,0.01,53279,60056
-0.03,0.03,53279,60695
-0.07,0.07,53279,60803
-0.01,0.01,53279,60811
-0.00,0.00,53282,53284
-0.00,0.00,53282,53285
-0.04,0.04,53282,53287
0.00,-0.00,53282,53301
0.00,-0.00,53287,53288
-0.04,0.04,53287,53290
-0.00,0.00,53289,53288
-0.00,0.00,53290,53292
0.00,-0.00,53290,53293
0.02,-0.02,53290,53301
0.12,-0.12,53290,80006
0.02,-0.02,53290,80006
0.01,-0.01,53290,80045
0.01,-0.01,53290,80049
0.01,-0.01,53290,80053
0.01,-0.01,53290,80076
0.02,-0.02,53290,80100
0.19,-0.19,53295,53294
0.00,-0.00,53294,53297
0.00,-0.00,53294,53298
0.19,-0.18,53294,53299
0.03,-0.03,53295,53303
-2.00,2.01,53299,60734
0.02,-0.02,53301,53300
0.02,-0.02,53300,53302
-0.03,0.03,53302,80006
-0.27,0.27,53306,53305
-0.27,0.27,53306,53305
2.14,-2.09,60801,53305
0.02,-0.02,60005,60056
0.01,-0.01,60005,60735
0.10,-0.10,60016,60765
-0.12,0.11,60848,60016
-0.18,0.18,60016,60868
-0.01,0.01,60016,60868
-0.22,0.22,60056,60061
0.04,-0.04,60059,60061
-0.04,0.04,60059,60765
0.10,-0.10,60061,60805
-0.27,0.28,60061,60848
-0.36,0.35,60096,60184
0.24,-0.25,60096,60705
0.07,-0.07,60096,60828
0.05,-0.05,60096,60848
-0.02,0.02,60158,60489
0.31,-0.30,60639,60158
-0.01,0.01,60158,60658
-0.01,0.01,60158,60775
-0.28,0.28,60802,60158
0.08,-0.08,60158,60828
-0.02,0.02,60158,60853
0.28,-0.28,60278,60184
-0.01,0.01,60184,60337
-0.16,0.16,60184,60675
-0.18,0.18,60739,60184
-0.02,0.02,60184,60773
-0.02,0.02,60184,60810
-0.02,0.02,60184,60825
-0.02,0.02,60184,60851
0.00,-0.00,60264,60714
-0.09,0.09,60264,60725
-0.00,0.00,60264,60773
-0.00,0.00,60264,60810
-0.10,0.10,60842,60264
0.00,-0.00,60274,60278
-0.00,0.00,60274,60773
0.00,-0.00,60274,60810
-0.03,0.03,60278,60307
-0.17,0.17,60278,60387
0.01,-0.01,60278,60675
-0.39,0.39,60278,60684
0.31,-0.31,60278,60842
0.00,-0.00,60287,60289
0.34,-0.33,60287,60337
-0.15,0.16,60684,60287
-0.09,0.09,60783,60287
0.01,-0.01,60287,60784
0.28,-0.28,60886,60287
-0.31,0.32,60287,70136
0.05,-0.05,60301,60482
0.01,-0.01,60301,60553
0.40,-0.40,60301,60684
0.00,-0.00,60301,60684
0.00,-0.00,60301,60784
-0.38,0.38,60301,60886
-0.03,0.04,60301,60886
-0.05,0.05,60301,70107
-0.00,0.00,60307,60385
-0.04,0.04,60307,60725
-0.00,0.00,60307,60773
0.01,-0.01,60307,60810
-0.00,0.00,60307,60844
0.01,-0.01,60307,60850
-0.00,0.00,60307,60851
-0.00,0.00,60307,60859
0.00,-0.00,60337,60385
-0.06,0.06,60387,60337
-0.13,0.13,60675,60337
0.15,-0.15,60337,60725
0.04,-0.04,60337,60773
0.02,-0.02,60337,60810
0.01,-0.01,60337,60837
0.00,-0.00,60337,60844
0.00,-0.00,60337,60851
-0.00,0.00,60337,60859
-0.07,0.07,60337,60863
0.00,-0.00,60354,60356
-0.01,0.01,60354,60370
0.03,-0.03,60354,60439
0.01,-0.01,60354,60510
